1337111,次数：1
1326554,次数：1
1524345,次数：1
1371508,次数：1
1338236,次数：1
1381509,次数：1
1307611,次数：1
1346380,次数：1
1560232,次数：1
1525380,次数：1
1837645,次数：1
1652200,次数：1
1803219,次数：1
1561920,次数：1
1581486,次数：1
1776993,次数：1
1777234,次数：1
1884577,次数：1
1340204,次数：1
1825001,次数：1
1521465,次数：1
1591059,次数：1
1861025,次数：1
1331774,次数：1
1513627,次数：1
1860492,次数：1
1364036,次数：1
1359039,次数：1
1594290,次数：1
1807875,次数：1
1707191,次数：1
1561740,次数：1
1353159,次数：1
1869577,次数：3
1323596,次数：1
1818661,次数：1
1762039,次数：1
1830247,次数：1
1887718,次数：1
1397748,次数：1
1766648,次数：1
1379962,次数：1
1511975,次数：1
1313846,次数：1
1372442,次数：1
1376075,次数：1
1384555,次数：1
1511360,次数：1
1314043,次数：1
1535420,次数：1
1995910,次数：1
1872663,次数：1
1855897,次数：1
1775412,次数：1
1397232,次数：1
1562957,次数：1
1528019,次数：1
1327771,次数：1
1763471,次数：1
1895099,次数：1
1521971,次数：1
1528016,次数：1
1892860,次数：1
1331781,次数：1
1378872,次数：1
1769315,次数：1
1762511,次数：1
1895625,次数：1
1560822,次数：1
1812498,次数：1
1755425,次数：1
1865092,次数：1
1333509,次数：1
1520620,次数：1
1375775,次数：1
1871898,次数：1
1881839,次数：1
1822565,次数：1
1372824,次数：1
1832455,次数：1
1662061,次数：1
1366846,次数：1
1592228,次数：1
1565009,次数：1
1517747,次数：1
1534712,次数：1
1787760,次数：1
1535086,次数：1
1515458,次数：1
1980565,次数：1
1520519,次数：1
1511440,次数：1
1802720,次数：1
1870625,次数：1
1351204,次数：1
1826247,次数：1
1843464,次数：1
1556670,次数：1
1818259,次数：1
1827020,次数：1
1372871,次数：1
1364431,次数：1
1363259,次数：1
1335674,次数：1
1389786,次数：1
1503671,次数：1
1325807,次数：1
1338420,次数：1
1814100,次数：2
1334235,次数：1
1536392,次数：1
1535990,次数：1
1843110,次数：1
1552652,次数：1
1385449,次数：1
1887555,次数：1
1500086,次数：1
1595360,次数：2
1874161,次数：1
1585081,次数：1
1383072,次数：1
1591318,次数：1
1379618,次数：1
1751633,次数：3
1596585,次数：1
1870668,次数：1
1571338,次数：1
1874171,次数：1
1382196,次数：1
1531898,次数：1
1336424,次数：1
1896365,次数：1
1516046,次数：1
1522782,次数：1
1338536,次数：1
1751870,次数：2
1890636,次数：1
1371255,次数：1
1375058,次数：1
1581305,次数：1
1770321,次数：1
1355645,次数：1
1853504,次数：1
1815536,次数：1
1591012,次数：1
1850891,次数：1
1899890,次数：1
1359922,次数：1
1354574,次数：1
1760655,次数：1
1312153,次数：2
1369138,次数：7
1361215,次数：1
1535087,次数：1
1995178,次数：1
1312000,次数：1
1530797,次数：1
1361209,次数：1
1384628,次数：1
1708866,次数：1
1330418,次数：1
1516710,次数：1
1361217,次数：1
1870678,次数：1
1803209,次数：1
1778098,次数：1
1520898,次数：1
1359915,次数：1
1752693,次数：1
1309261,次数：1
1359957,次数：1
1355255,次数：2
1855533,次数：1
1663022,次数：1
1823510,次数：1
1892259,次数：1
1786028,次数：1
1598982,次数：1
1371847,次数：7
1368520,次数：1
1867636,次数：1
1520398,次数：1
1365519,次数：1
1300782,次数：1
1563275,次数：1
1839853,次数：1
1343312,次数：1
1352286,次数：1
1859520,次数：1
1301746,次数：3
1854669,次数：4
1369922,次数：1
1864630,次数：1
1850168,次数：1
1785697,次数：1
1307137,次数：1
1832770,次数：1
1817515,次数：1
1785176,次数：1
1820674,次数：1
1873072,次数：1
1390988,次数：1
1871013,次数：4
1588426,次数：1
1576458,次数：1
1871458,次数：1
1588365,次数：1
1842837,次数：1
1386721,次数：1
1524493,次数：1
1307458,次数：1
1831105,次数：1
1598294,次数：2
1528285,次数：2
1582842,次数：1
1557944,次数：2
1503295,次数：1
1874589,次数：1
1577606,次数：2
1844584,次数：1
1848256,次数：1
1830458,次数：1
1557908,次数：10
1774183,次数：4
1832466,次数：1
1762153,次数：1
1340802,次数：1
1318549,次数：1
1377615,次数：1
1598492,次数：2
1509315,次数：1
1523090,次数：1
1884585,次数：2
1506746,次数：1
1844582,次数：2
1891991,次数：1
1884581,次数：1
1830840,次数：1
1524589,次数：1
1878316,次数：1
1821031,次数：1
1870435,次数：1
1842808,次数：2
1824981,次数：1
1838044,次数：1
1347347,次数：1
1340805,次数：1
1848204,次数：1
1323051,次数：1
1884584,次数：1
1570458,次数：1
1588341,次数：1
1820040,次数：1
1509459,次数：1
1760044,次数：1
1570717,次数：1
1587463,次数：1
1570713,次数：1
1319029,次数：1
1824989,次数：1
1831103,次数：1
1828313,次数：1
1588369,次数：2
1557920,次数：1
1528313,次数：1
1784508,次数：2
1834934,次数：1
1503331,次数：1
1838019,次数：1
1811048,次数：1
1513055,次数：2
1335449,次数：1
1345855,次数：1
1528425,次数：1
1832465,次数：1
1828024,次数：1
1884623,次数：2
1838041,次数：1
1389458,次数：1
1594350,次数：1
1844583,次数：1
1881458,次数：1
1587996,次数：1
1820041,次数：1
1874581,次数：1
1523096,次数：1
1592849,次数：1
1340852,次数：1
1562150,次数：1
1840458,次数：2
1870458,次数：1
1822448,次数：1
1363485,次数：1
1389454,次数：1
1580845,次数：1
1586870,次数：3
1828014,次数：1
1370014,次数：1
1840285,次数：1
1573201,次数：1
1848213,次数：1
1834913,次数：1
1509457,次数：1
1573697,次数：1
1384662,次数：1
1884583,次数：1
1378306,次数：1
1384359,次数：1
1760526,次数：1
1528287,次数：1
1371848,次数：3
1761031,次数：1
1369819,次数：1
1594055,次数：1
1832804,次数：1
1871010,次数：1
1311050,次数：1
1840286,次数：1
1385216,次数：1
1871380,次数：1
1333210,次数：1
1588147,次数：1
1551087,次数：1
1772217,次数：1
1361700,次数：1
1352292,次数：13
1525483,次数：1
1730604,次数：1
1383631,次数：1
1320846,次数：9
1322458,次数：8
1320844,次数：3
1323491,次数：1
1369920,次数：2
1761038,次数：1
1319703,次数：1
1822963,次数：1
1581548,次数：1
1352298,次数：1
1320848,次数：3
1861825,次数：1
1322318,次数：1
1910434,次数：1
1325863,次数：1
1852329,次数：2
1992453,次数：1
1326358,次数：1
1804187,次数：1
1369923,次数：3
1762195,次数：1
1580308,次数：1
1355280,次数：1
1355256,次数：3
1322459,次数：2
1341470,次数：1
1365068,次数：1
1328459,次数：1
1585854,次数：1
1387479,次数：1
1827700,次数：1
1373696,次数：1
1858105,次数：1
1871012,次数：2
1327465,次数：2
1504163,次数：1
1320459,次数：3
1371935,次数：1
1587147,次数：1
1309169,次数：1
1362715,次数：1
1557461,次数：1
1914372,次数：1
1550674,次数：1
1347257,次数：1
1358758,次数：1
1303683,次数：1
1368078,次数：1
1519892,次数：1
1852471,次数：1
1532395,次数：1
1315124,次数：1
1866906,次数：1
1560842,次数：1
1335669,次数：1
1369137,次数：6
1863269,次数：1
1300639,次数：1
1511687,次数：1
1355196,次数：1
1505797,次数：2
1872866,次数：1
1322922,次数：1
1518247,次数：1
1828159,次数：1
1811232,次数：9
1846460,次数：1
1524676,次数：1
1347346,次数：7
1894184,次数：1
1802359,次数：1
1364500,次数：1
1789795,次数：1
1801506,次数：1
1713077,次数：7
1322337,次数：1
1470943,次数：4
1388286,次数：1
1367016,次数：1
1885618,次数：1
1812556,次数：1
1598491,次数：1
1863959,次数：1
1515124,次数：1
1570032,次数：1
1347354,次数：2
1734526,次数：1
1775557,次数：1
1987655,次数：1
1830022,次数：1
1347352,次数：3
1773573,次数：1
1773156,次数：1
1855900,次数：1
1355061,次数：1
1347892,次数：1
1735689,次数：1
1802358,次数：3
1550435,次数：1
1853730,次数：1
1593326,次数：1
1383610,次数：1
1814422,次数：1
1329061,次数：1
1755097,次数：1
1301997,次数：1
1312713,次数：1
1350430,次数：1
1894695,次数：2
1347315,次数：20
1395647,次数：1
1340325,次数：1
1352299,次数：2
1850392,次数：1
1893140,次数：1
1528969,次数：1
1347344,次数：2
1512819,次数：1
1856554,次数：1
1875095,次数：1
1776200,次数：1
1331968,次数：3
1507904,次数：1
1834185,次数：1
1584460,次数：1
1551717,次数：1
1355259,次数：1
1568936,次数：1
1328677,次数：1
1856801,次数：1
1369924,次数：1
1359215,次数：1
1328252,次数：1
1733868,次数：1
1378100,次数：1
1500838,次数：1
1323176,次数：1
1354171,次数：1
1531441,次数：2
1330422,次数：1
1838385,次数：1
1863129,次数：1
1305265,次数：1
1363647,次数：1
1776323,次数：1
1860447,次数：1
1999761,次数：1
1518109,次数：1
1589325,次数：1
1857752,次数：1
1346780,次数：1
1312722,次数：1
1813883,次数：1
1765990,次数：1
1780471,次数：1
1312416,次数：1
1524340,次数：3
0,次数：2
1355251,次数：2
1343231,次数：1
1512064,次数：1
1333691,次数：1
1885248,次数：1
1328789,次数：1
1563858,次数：1
1352297,次数：2
1589248,次数：1
1369139,次数：3
1364700,次数：1
1479339,次数：1
1894633,次数：1
1586434,次数：1
1660459,次数：1
1308426,次数：1
1823754,次数：1
1347353,次数：2
1338372,次数：2
1824718,次数：1
1355253,次数：1
1838383,次数：1
1305906,次数：1
1893144,次数：1
1357021,次数：1
1334561,次数：1
1877541,次数：1
1572920,次数：1
1583758,次数：1
1566116,次数：1
1756142,次数：1
1595940,次数：1
1536971,次数：1
1503611,次数：1
1881047,次数：1
1348398,次数：1
1854698,次数：1
1339319,次数：1
1824715,次数：1
1399776,次数：1
1372360,次数：1
1502035,次数：1
1870898,次数：1
1352287,次数：1
1564169,次数：1
1391159,次数：1
1381512,次数：1
1315780,次数：1
1355063,次数：1
1314686,次数：1
1775351,次数：2
1524342,次数：2
1306913,次数：1
1803073,次数：1
1343227,次数：1
1773724,次数：1
1343848,次数：1
1348178,次数：1
1570169,次数：1
1997720,次数：1
1834627,次数：1
1557952,次数：7
1775357,次数：1
1912815,次数：1
1824058,次数：1
1775352,次数：1
1538971,次数：1
1894236,次数：1
1883965,次数：1
1853333,次数：1
1331681,次数：1
1567523,次数：1
1874505,次数：1
1830843,次数：2
1384584,次数：1
1566123,次数：1
